"Event H-ID","Start page event","End page event","Page Event Number",Line,"Narrative Status",Conflict,Harmony,Partition,"Characters(s) in Event H-ID","Characters(s) in Event RecordTitle","Location of Event (Text place) H-ID","Location of Event RecordTitle","Text pointer H-ID","Text pointer RecordTitle","Character(s) mentioned H-ID","Character(s) mentioned RecordTitle"
989,38,38,2,"Just then, a stone came flying through the air and fell near Bakhshi",,Religion,,,816|820,"The singing group, Unknown in Tamas|Congress Committee Member (part of singing group), Bakshi in Tamas",817,"Imam Din Mohalla in Tamas",34,Tamas,,
990,38,38,3,"The Congress group set out quietly",,,,,816,"The singing group, Unknown in Tamas",817,"Imam Din Mohalla in Tamas",34,Tamas,,
991,39,39,1,"When they turned into the gali of the Mohyals",,,,,836|816,"Group encountered by Congress singing group, Mohyals in Tamas|The singing group, Unknown in Tamas",838,"Gali of the Mohyals in Tamas",34,Tamas,,
992,39,39,2,"Look at the steps leading up to the door of the mosque",,Religion,,,816,"The singing group, Unknown in Tamas",837,"Kelon ka Masjid in Tamas",34,Tamas,,
993,39,39,4,"A Muslim passed quickly by on the street and the moment",,,,,,,837,"Kelon ka Masjid in Tamas",34,Tamas,,
994,39,39,5,"Let’s get that pig carcass out of here",,,Religion,,820|816,"Congress Committee Member (part of singing group), Bakshi in Tamas|The singing group, Unknown in Tamas",837,"Kelon ka Masjid in Tamas",34,Tamas,,
995,40,40,1,"It was a black pig. Someone had covered it with a sack",,,,,820|628,"Congress Committee Member (part of singing group), Bakshi in Tamas|Congress Committee Member (part of singing group), The General in Tamas",837,"Kelon ka Masjid in Tamas",34,Tamas,,
996,40,40,2,"Then came the sound of running footsteps from the direction of the well",,,,,997|816,"Man with turban, Man guiding cow in Tamas|The singing group, Unknown in Tamas",837,"Kelon ka Masjid in Tamas",34,Tamas,,
1021,140,141,2,"Some Congress workers were sitting on the platform",,,,TRUE,626|625|618|954|620,"Congress Committee Member (part of singing group), Kashmiri Lal in Tamas|Head of the District Congress Committee, Shankar Lal in Tamas|Congress Committee secretary, Bakhshi in Tamas|Congress Committee Member, Jeet Singh in Tamas|Congress Committee Member (part of singing group), Master Ramdas in Tamas",137,"Relief Committee Office in Tamas",34,Tamas,628,"Congress Committee Member (part of singing group), The General in Tamas"
1022,141,141,1,"A group of ten or eleven men was joking",,,,FALSE,1023,"Unknown group at relief committee, Unknown in Tamas",137,"Relief Committee Office in Tamas",34,Tamas,,
1024,141,142,2,"Across the veranda to one side of the courtyard",Narrated,Religion|Caste,,TRUE,1025|1026,"Chaprasi's Pandit, Unknown in Tamas|Chaprasi's Pandit's wife, Unknown in Tamas",632,"Arya School in Tamas",34,Tamas,,
1028,142,142,1,"Allah Rakha had indeed taken Prakasho home",,Religion,,TRUE,1030|1031,"Rakha, Allah in Tamas|Daughter of Chaprasi's Pandit, Prakasho in Tamas",1033,"Bottom of hill in Tamas",34,Tamas,,
1034,142,143,2,"Just then, Allah Rakha came in, and sitting down",,,Religion|Gender|Caste,TRUE,1030|1031,"Rakha, Allah in Tamas|Daughter of Chaprasi's Pandit, Prakasho in Tamas",1035,"Allah Rakha's home in Tamas",34,Tamas,1026,"Chaprasi's Pandit's wife, Unknown in Tamas"
1090,13,13,1,"He slumped on the floor, his back resting against the wall",,,,,185,"Servant to Murad Ali, Nathu in Tamas",604,"Nathu's Hut in Tamas",34,Tamas,,
1091,13,13,2,"He had heard somewhere that if you want to kill a pig",,,,,185,"Servant to Murad Ali, Nathu in Tamas",604,"Nathu's Hut in Tamas",34,Tamas,229,"Nathu's friend, Bhikhru Chamar in Tamas"
1092,13,14,3,"Our Vet Sahib needs a dead pig for his work",,,,,185|219,"Servant to Murad Ali, Nathu in Tamas|Committee Manager, Servant to Vet Sahib, Murad Ali in Tamas",604,"Nathu's Hut in Tamas",34,Tamas,227|605,"Asked for the dead pig, Vet Sahib in Tamas|Sweeper, Unknown in Tamas"
1100,14,15,1,"Getting the pig into the hut was hardly easy",,,,,185,"Servant to Murad Ali, Nathu in Tamas",604,"Nathu's Hut in Tamas",34,Tamas,219|605,"Committee Manager, Servant to Vet Sahib, Murad Ali in Tamas|Sweeper, Unknown in Tamas"
1102,15,16,1,"What have I gotten myself into",,,,,185,"Servant to Murad Ali, Nathu in Tamas",1106,"Yard outside Nathu's Hut in Tamas",34,Tamas,219|605|609|608,"Committee Manager, Servant to Vet Sahib, Murad Ali in Tamas|Sweeper, Unknown in Tamas|From the piggery, Purbia in Tamas|Nathu's wife, Unknown in Tamas"
1107,16,17,1,"He approached the hut with trepidation",,,,,185,"Servant to Murad Ali, Nathu in Tamas",604,"Nathu's Hut in Tamas",34,Tamas,,
1118,17,19,1,"The clock at Sheikh's Garden struck four.",,,,,618|619|622|626|628|625,"Congress Committee secretary, Bakhshi in Tamas|Ahmad, Congress Committee Member, Aziz in Tamas|Congress Committee Member (part of singing group), Mehta Ji in Tamas|Congress Committee Member (part of singing group), Kashmiri Lal in Tamas|Congress Committee Member (part of singing group), The General in Tamas|Head of the District Congress Committee, Shankar Lal in Tamas",612,"Congress Committee Office in Tamas",34,Tamas,614|615|951|146|624|620,"Member of Secret Police 1, Unknown in Tamas|Member of Secret Police 2, Unknown in Tamas|Congress Committee Member, Jawaharlal Nehru in Tamas|Dutt, Dev in Tamas|Congress Committee Member (part of singing group), Desraj in Tamas|Congress Committee Member (part of singing group), Master Ramdas in Tamas"
1121,19,20,1,"But after they returned from Lahore, Shankar truly did get back at Mehta",,,,,622|625|1125|952,"Congress Committee Member (part of singing group), Mehta Ji in Tamas|Head of the District Congress Committee, Shankar Lal in Tamas|Scrutiny Committee Chair, Unknown in Tamas|Congress Committee Member, Kohli in Tamas",1127,"Scrutiny Committee Office in Tamas",34,Tamas,,
1129,22,22,1,"Gosain ji told me last night",,,,,955|620|956,"Part of singing group, went for cleaning the drains, Gosain Ji in Tamas|Congress Committee Member (part of singing group), Master Ramdas in Tamas|Part of singing group, went for cleaning the drains, Sher Khan in Tamas",817,"Imam Din Mohalla in Tamas",34,Tamas,,
1132,20,22,1,"Bakhshi was getting upset",,,,,618|619|622|626|628|625|620,"Congress Committee secretary, Bakhshi in Tamas|Ahmad, Congress Committee Member, Aziz in Tamas|Congress Committee Member (part of singing group), Mehta Ji in Tamas|Congress Committee Member (part of singing group), Kashmiri Lal in Tamas|Congress Committee Member (part of singing group), The General in Tamas|Head of the District Congress Committee, Shankar Lal in Tamas|Congress Committee Member (part of singing group), Master Ramdas in Tamas",612,"Congress Committee Office in Tamas",34,Tamas,951|624|954,"Congress Committee Member, Jawaharlal Nehru in Tamas|Congress Committee Member (part of singing group), Desraj in Tamas|Congress Committee Member, Jeet Singh in Tamas"
1135,22,22,2,"We're cleaing the drains in that mohalla?",,,,,618|619|622|626|628|625|620,"Congress Committee secretary, Bakhshi in Tamas|Ahmad, Congress Committee Member, Aziz in Tamas|Congress Committee Member (part of singing group), Mehta Ji in Tamas|Congress Committee Member (part of singing group), Kashmiri Lal in Tamas|Congress Committee Member (part of singing group), The General in Tamas|Head of the District Congress Committee, Shankar Lal in Tamas|Congress Committee Member (part of singing group), Master Ramdas in Tamas",612,"Congress Committee Office in Tamas",34,Tamas,955,"Part of singing group, went for cleaning the drains, Gosain Ji in Tamas"
1160,42,43,2,"I walked as though compelled across the shadowed courtyard",,,,,317,"Hasan, Laila in Sunlight on a Broken Column",1991,"House in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
1161,44,44,1,"After lunch, Aunt Abida said she wished to help Hakiman Bua prepare some Halva",,,,,315|319|483|1162,"Hasan, Abida in Sunlight on a Broken Column|Unknown, Hakiman in Sunlight on a Broken Column|Unknown, Ramzano in Sunlight on a Broken Column|Gardener's wife, Unknown in Sunlight on a Broken Column",1991,"House in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
1164,44,46,2,"Aunt Majida said Zahra and I were more a hindrance than a help",,,,,317|318,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column",1991,"House in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
1172,46,51,2,"As she gushed towards us in her flowered dress and feathered hat",,,,,317|317|318|315|316,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Hasan, Abida in Sunlight on a Broken Column|Hasan, Majida in Sunlight on a Broken Column",1991,"House in Sunlight on a Broken Column",25,"Sunlight on a Broken Column",,
1181,114,115,1,"When Harnam Singh knocked again, a woman called out",,Religion,,TRUE,141|656|90|93,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Ali, Akran in Tamas|Ali, Rajo in Tamas",1294,"Ehsan Ali's home, Muridpur in Tamas",34,Tamas,,
1182,115,116,1,"The older woman stood up and washed her hands in a pan of water",,Religion,,TRUE,93|141|90|656,"Ali, Rajo in Tamas|Singh, Harnam in Tamas|Ali, Akran in Tamas|Harnam Singh's wife, Banto in Tamas",1294,"Ehsan Ali's home, Muridpur in Tamas",34,Tamas,96|91,"Ali, Ehsan in Tamas|Ali, Ramzan in Tamas"
1214,61,61,1,"The whole village was on the roofs looking towards",,Nation,,TRUE,1212,"Mano Majra Villagers, Unknown in Train to Pakistan",704,"Mano Majra Railway Station in Train to Pakistan",28,"Train to Pakistan",762,"Sikh Soldier 1, Unknown in Train to Pakistan"
1231,23,24,1,"As soon as he set foot in the gali",,,,,185|1265,"Servant to Murad Ali, Nathu in Tamas|Fakir, Unknown in Tamas",607,"Ox-cart Road in Tamas",34,Tamas,,
1249,24,24,1,"Nathu felt as though he'd just stepped out for a stroll",,,,,185,"Servant to Murad Ali, Nathu in Tamas",1251,"Feeding trough in Tamas",34,Tamas,219|227,"Committee Manager, Servant to Vet Sahib, Murad Ali in Tamas|Asked for the dead pig, Vet Sahib in Tamas"
1252,24,25,2,"He had left the tonga-driver's mohalla",,,,,185,"Servant to Murad Ali, Nathu in Tamas",828,"Committee Park in Tamas",34,Tamas,219,"Committee Manager, Servant to Vet Sahib, Murad Ali in Tamas"
1254,25,26,1,"Nathu entered a narrow gali",,Religion|Nation,Religion,TRUE,185|963|618|619|965|966|628,"Servant to Murad Ali, Nathu in Tamas|Sahib, Mahmud in Tamas|Congress Committee secretary, Bakhshi in Tamas|Ahmad, Congress Committee Member, Aziz in Tamas|Congress Committee Member, Hakim Ji in Tamas|Congress President, Maulana Azad in Tamas|Congress Committee Member (part of singing group), The General in Tamas",828,"Committee Park in Tamas",34,Tamas,1260,"Congress Committee Member, Mahatma Gandhi in Tamas"
1261,26,26,1,"Just then, Nathu saw Murad Ali standing at a slight distance",,,,,185|219,"Servant to Murad Ali, Nathu in Tamas|Committee Manager, Servant to Vet Sahib, Murad Ali in Tamas",817,"Imam Din Mohalla in Tamas",34,Tamas,,
1283,99,99,1,"Even since the night before, Banto had been saying",,,,,141|656,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas",1285,"Harnam Singh's shop in Tamas",34,Tamas,,
1284,100,100,1,"Karim Khan returned just five minutes later.",,Religion,,,141|656|659,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Khan, Karim in Tamas",1285,"Harnam Singh's shop in Tamas",34,Tamas,,
1287,100,101,2,"Just then they heard the far off sound of a beating drum",,,,,141|656,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas",1285,"Harnam Singh's shop in Tamas",34,Tamas,660,"Muslim Leaue members from Harnam's village, Ashraf and Latif in Tamas"
1288,101,101,2,"Banto and Harnam Singh came out and fixed the lock onto the shop",,,,,141|656,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas",1285,"Harnam Singh's shop in Tamas",34,Tamas,,
1290,101,102,3,"The rioters had reached the top of the hill overlooking Harnam Singh’s shop.",,Religion,,,1289,"Rioters, Unknown in Tamas",1285,"Harnam Singh's shop in Tamas",34,Tamas,,
1291,103,104,1,"Walls are good for hiding people, but there were no walls here",,,,,141|656,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas",1179,"Muridpur in Tamas",34,Tamas,662|657,"Harnam Singh's daughter, Jasbir in Tamas|Singh, Iqbal in Tamas"
1296,116,117,2,"Harnam Singh had trouble climbing up",,Religion,,TRUE,141|656|90|93,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Ali, Akran in Tamas|Ali, Rajo in Tamas",1294,"Ehsan Ali's home, Muridpur in Tamas",34,Tamas,96|91,"Ali, Ehsan in Tamas|Ali, Ramzan in Tamas"
1297,117,117,2,"Darkness fell again in the crawl space.",,Religion,,TRUE,141|656|90|1299,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Ali, Akran in Tamas|Akran Ali's friend, Unknown in Tamas",1294,"Ehsan Ali's home, Muridpur in Tamas",34,Tamas,659,"Khan, Karim in Tamas"
1302,117,118,3,"A little while later, Akran’s father-in-law and Akran entered the courtyard carrying a large black trunk",,Religion,,TRUE,141|656|90|93|96,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Ali, Akran in Tamas|Ali, Rajo in Tamas|Ali, Ehsan in Tamas",1294,"Ehsan Ali's home, Muridpur in Tamas",34,Tamas,91,"Ali, Ramzan in Tamas"
1303,118,119,1,"But then the same drama occurred that had taken place in the morning",,Religion,,TRUE,141|656|93|96,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Ali, Rajo in Tamas|Ali, Ehsan in Tamas",1294,"Ehsan Ali's home, Muridpur in Tamas",34,Tamas,662,"Harnam Singh's daughter, Jasbir in Tamas"
1304,119,119,1,"They awoke to the sound of axe blows raining down upon their door",,Religion,,TRUE,141|656|91|90|93,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Ali, Ramzan in Tamas|Ali, Akran in Tamas|Ali, Rajo in Tamas",1294,"Ehsan Ali's home, Muridpur in Tamas",34,Tamas,,
1305,120,120,1,"It must have been around midnight when Rajo",,Religion,,TRUE,141|656|93,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Ali, Rajo in Tamas",1179,"Muridpur in Tamas",34,Tamas,,
1306,21,21,1,"She allowed herself to be dragged onto the table",,,,,120|729,"Chand, Hukum in Train to Pakistan|Begum, Haseena in Train to Pakistan",1002,"Rest House in Train to Pakistan",28,"Train to Pakistan",,
1308,121,121,1,"While Harnam Singh and Banto were seeking shelter",,Religion,,TRUE,91|186|657|225,"Ali, Ramzan in Tamas|Deen, Noor in Tamas|Singh, Iqbal in Tamas|Group of muslim men with Ramzan, Unknown in Tamas",1313,"Fields and hills near Muridpur in Tamas",34,Tamas,141|656,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas"
1309,21,21,2,"Two shots rang out and silenced the barking and shouting",,,,,120|729|1333|735|802,"Chand, Hukum in Train to Pakistan|Begum, Haseena in Train to Pakistan|Sweeper, Unknown in Train to Pakistan|Bearer, Unknown in Train to Pakistan|Chauffeur, Unknown in Train to Pakistan",1002,"Rest House in Train to Pakistan",28,"Train to Pakistan",,
1310,21,21,3,"Only a solitary Sikh peasant carrying an ironshod bamboo staff",,,,,742|745|744|748,"Solitary Sikh Peasant, Unknown in Train to Pakistan|Solitary Sikh Peasant's Infant, Unknown in Train to Pakistan|Solitary Sikh Peasant's Wife, Unknown in Train to Pakistan|Station Master, Unknown in Train to Pakistan",704,"Mano Majra Railway Station in Train to Pakistan",28,"Train to Pakistan",,
1311,21,21,4,"from the compartment just behind the engine, armed policemen emerged",,,,,752|753|1468,"12 Armed Policemen who get down the same train as Iqbal, Unknown in Train to Pakistan|Unknown, Iqbal in Train to Pakistan|Subinspector, Unknown in Train to Pakistan",704,"Mano Majra Railway Station in Train to Pakistan",28,"Train to Pakistan",,
1312,21,22,5,"The young man reached the gate first and stopped between the stationmaster and the police.",,,,,748|753,"Station Master, Unknown in Train to Pakistan|Unknown, Iqbal in Train to Pakistan",704,"Mano Majra Railway Station in Train to Pakistan",28,"Train to Pakistan",,
1314,22,22,2,"He stepped into the open door of the temple courtyard.",,,,,758|753,"Singh, Meet in Train to Pakistan|Unknown, Iqbal in Train to Pakistan",705,"Gurudwara in Train to Pakistan",28,"Train to Pakistan",,
1315,122,122,1,"One clever fellow had an idea",,Religion,Religion,TRUE,225|91|657|186,"Group of muslim men with Ramzan, Unknown in Tamas|Ali, Ramzan in Tamas|Singh, Iqbal in Tamas|Deen, Noor in Tamas",1313,"Fields and hills near Muridpur in Tamas",34,Tamas,141,"Singh, Harnam in Tamas"
1317,122,123,2,"After that they left the hilly area",,Religion,,TRUE,657|186|91|225,"Singh, Iqbal in Tamas|Deen, Noor in Tamas|Ali, Ramzan in Tamas|Group of muslim men with Ramzan, Unknown in Tamas",1313,"Fields and hills near Muridpur in Tamas",34,Tamas,,
1318,123,123,1,"The conversion ceremony began at the home of",,Religion,,TRUE,657|225|186|869|1322|692,"Singh, Iqbal in Tamas|Group of muslim men with Ramzan, Unknown in Tamas|Deen, Noor in Tamas|Village Barber, Unknown in Tamas|Mullah from the Mosque, Unknown in Tamas|Village Elder, Unknown in Tamas",1320,"Home of Imam Deen the oilman, Muridpur in Tamas",34,Tamas,866,"Imam Deen the oilman, Unknown in Tamas"
1323,123,123,2,"After this, he was taken to the well",,Religion,Religion,TRUE,91|186|225|657|1322,"Ali, Ramzan in Tamas|Deen, Noor in Tamas|Group of muslim men with Ramzan, Unknown in Tamas|Singh, Iqbal in Tamas|Mullah from the Mosque, Unknown in Tamas",1324,"Well near Imam Deem's home in Tamas",34,Tamas,,
1325,123,124,3,"The procession then returned to the home of Imam",,Religion,Religion,TRUE,225|91|657|692,"Group of muslim men with Ramzan, Unknown in Tamas|Ali, Ramzan in Tamas|Singh, Iqbal in Tamas|Village Elder, Unknown in Tamas",1320,"Home of Imam Deen the oilman, Muridpur in Tamas",34,Tamas,,
1326,24,25,2,"He had spent the night sitting on his bedroll in a crowded third-class compartment",,,,,657|1327,"Singh, Iqbal in Tamas|Train Passengers, Unknown in Train to Pakistan",1004,"Train Compartment in Train to Pakistan",28,"Train to Pakistan",,
1328,22,24,4,"The old Sikh came to him, combing his long beard with his fingers.",,,,,758|753,"Singh, Meet in Train to Pakistan|Unknown, Iqbal in Train to Pakistan",705,"Gurudwara in Train to Pakistan",28,"Train to Pakistan",998|752|110,"Baksh, Mullah Imam in Train to Pakistan|12 Armed Policemen who get down the same train as Iqbal, Unknown in Train to Pakistan|Lal, Lala Ram in Train to Pakistan"
1329,25,26,1,"Meet Singh came in exclaiming philosophically",,,,,758|753,"Singh, Meet in Train to Pakistan|Unknown, Iqbal in Train to Pakistan",705,"Gurudwara in Train to Pakistan",28,"Train to Pakistan",112|120,"Singh, Juggut in Train to Pakistan|Chand, Hukum in Train to Pakistan"
1351,22,22,1,"The young man went out of the station towards the village.",,,,,753,"Unknown, Iqbal in Train to Pakistan",701,"Mano Majra in Train to Pakistan",28,"Train to Pakistan",,
