Event H-ID,Start page event,End page event,Page Event Number,Line,Narrative Status,Conflict,Harmony,Religious Syncretism,Partition,Location of Event (Text place) H-ID,Location of Event RecordTitle,Character(s) mentioned H-ID,Character(s) mentioned RecordTitle
2951,205,205,2,I went to Aunt Saira to ask her,,Gender,,,,1991,House in Sunlight on a Broken Column,315|910,"Hasan, Abida in Sunlight on a Broken Column|Hasan, Kemal in Sunlight on a Broken Column"
2954,208,214,3,Only Sita was with Ranjit when,,Gender|Religion,,,,2068,Boathouse in Sunlight on a Broken Column,1750|920|2300,"Ali, Raza in Sunlight on a Broken Column|Husain, Ameer in Sunlight on a Broken Column|Singh, Hari in Sunlight on a Broken Column"
2955,214,216,2,The bathroom door was unlatched. I hurried,,Religion,,,,2068,Boathouse in Sunlight on a Broken Column,910,"Hasan, Kemal in Sunlight on a Broken Column"
2956,216,218,2,"""Oh, here you are!"" Sona Lal's",,,,,,2068,Boathouse in Sunlight on a Broken Column,1750|910,"Ali, Raza in Sunlight on a Broken Column|Hasan, Kemal in Sunlight on a Broken Column"
2957,72,72,2,Anyone caught in the talons of a kite as ugly as this would soon be reduced to a sparrow’s skeleton.,,,,,,559,Rattoval in Pinjar,,
2958,73,73,1,She wished she could grow wings and fly away.,,,,,,559,Rattoval in Pinjar,,
2959,75,75,2,"It was a mercy, otherwise she would have been in a worse plight",,,,,,355,Sakkar village in Pinjar,,
2960,79,79,5,his mind only dwelt on the fact that Rashida had abducted his sister.,,,,,,863,Lahore in Pinjar,297,"Shaikh, Rashida in Pinjar"
2965,80,80,3,she had only to say that she was a Hindu,,,,,,863,Lahore in Pinjar,,
2966,80,80,4,"like thousands of other women in the country, she too could",,,,,,863,Lahore in Pinjar,580,"Sahukars, Lajo in Pinjar"
2967,79,79,6,Lajo’s husband could not bring himself to say anything,,,,,,863,Lahore in Pinjar,,
2968,79,79,7,an hour of reunion would be followed by a final separation,,,,,,863,Lahore in Pinjar,2963,"Sahukars, Pooro's brother in Pinjar"
2979,281,281,1,He showed her affection which he,,,,,FALSE,1991,House in Sunlight on a Broken Column,920,"Husain, Ameer in Sunlight on a Broken Column"
2980,282,282,1,Saleem left home to join a British,,Interpersonal,Interpersonal,,TRUE,2147,Hasanpur in Sunlight on a Broken Column,,
2981,282,282,2,"There came the war, Japanese",,Nation,Nation,,TRUE,2147,Hasanpur in Sunlight on a Broken Column,,
2982,282,282,2,"There came the war, the Japanese threat",,Nation,Nation,,TRUE,2147,Hasanpur in Sunlight on a Broken Column,,
2983,283,284,2,1947 came the partition of country,,Nation,,,TRUE,2147,Hasanpur in Sunlight on a Broken Column,,
2984,283,283,2,He was buried with traditional religious ceremony,,,,,TRUE,2147,Hasanpur in Sunlight on a Broken Column,,
2985,284,284,1,At this table the family had gathered and,,,,,TRUE,1991,House in Sunlight on a Broken Column,,
2986,285,285,1,That last meal together at Ashiana,,,,,TRUE,1915,Ashiana in Sunlight on a Broken Column,,
2987,287,287,1,Saleem looked somewhat discomfitted,,Interpersonal,Religion,,TRUE,1915,Ashiana in Sunlight on a Broken Column,,
2988,289,289,1,":Less than two months later, Saleem and Nadira",,Interpersonal,Nation,,TRUE,1915,Ashiana in Sunlight on a Broken Column,913|433,"Hasan, Saleem in Sunlight on a Broken Column|Waheed, Nadira in Sunlight on a Broken Column"
2997,61,61,4,She asked them about the homes evacuated by the Hindus,,Religion,,,FALSE,559,Rattoval in Pinjar,,
2998,61,61,5,an old woman had turned her away from the door,,,,,FALSE,2754,Lajo's House in Pinjar,,
2999,62,63,4,"She refuses to cohabit with my boy,",,Interpersonal|Gender|Religion,,,FALSE,2754,Lajo's House in Pinjar,,
3000,63,63,1,Life her away just as you lifted me on to your saddle,,Gender|Religion,,,FALSE,334,Rashida's home in Pinjar,,
3001,63,63,2,exchanged for others similarly abducted by Indians,,Religion|Nation,,,TRUE,334,Rashida's home in Pinjar,,
3002,63,63,3,A sense of resentment surged in Hamida’s mind,,Religion|Gender,,,TRUE,334,Rashida's home in Pinjar,,
3003,63,63,4,neither her parents nor her in- laws-to-be had been willing to accept her,,Religion|Gender|Interpersonal,,,FALSE,334,Rashida's home in Pinjar,,
3004,64,64,2,he often used to say that Allah was her step-father or she the step-daughter of Isvara,,,Religion,,FALSE,334,Rashida's home in Pinjar,,
3005,64,64,3,She fervently invoked all the gods to help her in her mission and pushed open the door.,,,,,FALSE,334,Rashida's home in Pinjar,,
3006,66,66,1,She felt a new life pulsating in her limbs,,,,,FALSE,2754,Lajo's House in Pinjar,,
3007,66,66,2,was married and from which my bridal palanquin was taken,,Gender,,,FALSE,2754,Lajo's House in Pinjar,,
3008,66,66,3,I have become a stranger in my own home,,,,,FALSE,2754,Lajo's House in Pinjar,,
3009,67,67,3,she went about the task like one doing a final chore,,,,,FALSE,2754,Lajo's House in Pinjar,,
3010,67,67,4,Three times the ladle with which Lajo was stirring the lentils and rice slipped,,Gender,,,FALSE,2754,Lajo's House in Pinjar,,
3021,37,38,2,A pariah dog ran across,,,,,,1450,Enroute Chundunnugger in Train to Pakistan,,
3026,52,53,2,From inside the rest house came the sound,,,,,FALSE,1002,Rest House in Train to Pakistan,1468|1510,"Subinspector, Unknown in Train to Pakistan|Old woman who accompanies Haseena Begum, Unknown in Train to Pakistan"
3027,53,54,1,"‘There you go again with your deep thoughts,",,Religion,Religion,,TRUE,1002,Rest House in Train to Pakistan,1468|1184,"Subinspector, Unknown in Train to Pakistan|Party of Hijras in Chundunnugger, Unknown in Train to Pakistan"
3028,55,55,1,"‘Sat Sri Akal, Babuji,’ he said",,,Interpersonal,,FALSE,1457,Chundunnugger Police Station in Train to Pakistan,110,"Lal, Lala Ram in Train to Pakistan"
3029,55,57,2,Iqbal knew the expression,,,Interpersonal,,FALSE,1457,Chundunnugger Police Station in Train to Pakistan,1185|110|758|1468|120,"European memsahibs, Unknown in Train to Pakistan|Lal, Lala Ram in Train to Pakistan|Singh, Meet in Train to Pakistan|Subinspector, Unknown in Train to Pakistan|Chand, Hukum in Train to Pakistan"
3030,58,58,1,A little later the head constable arrived,,Religion,,,TRUE,1457,Chundunnugger Police Station in Train to Pakistan,129|1475|851|753|804,"Malli, Unknown in Train to Pakistan|Dacoits including Malli who later get arrested., Unknown in Train to Pakistan|Sultana Badmash, Unknown in Train to Pakistan|Unknown, Iqbal in Train to Pakistan|Baluchi and Pathan soldiers from Pakistan army, Unknown in Train to Pakistan"
3046,80,80,5,for a brief moment was overcome by temptation,,,,,,863,Lahore in Pinjar,,
3092,10,10,1,"Rashida picked her up and took her in his powerful arms. “Who will quench the fire in my heart?” he asked. Pooro tried to free herself, but could not get out of his embrace.",,Interpersonal,,,,334,Rashida's home in Pinjar,,
3093,10,10,2,After some days he bean to take her out for a few minutes before dawn and after twilight.,,,,,,334,Rashida's home in Pinjar,248|297,"Sahukars, Pooro in Pinjar|Shaikh, Rashida in Pinjar"
3094,11,11,1,By her own reckoning she had spent a full fortnight in the prison.,,,,,,334,Rashida's home in Pinjar,248|297,"Sahukars, Pooro in Pinjar|Shaikh, Rashida in Pinjar"
3095,11,11,2,"He told her bluntly, “Tomorrow you have to wear this; a Maulvi will be coming to perform our nikah. Be ready in time.”",,,,,,334,Rashida's home in Pinjar,248|297,"Sahukars, Pooro in Pinjar|Shaikh, Rashida in Pinjar"
3096,11,11,3,"Did you know that our families, the Shaikhs and the Sahukars have been at loggerheads for many generations?",,Interpersonal,,,,334,Rashida's home in Pinjar,3097|3100,"Sauhakar, Unkown (grandfather) in Pinjar|Shaikh, Unkown in Pinjar"
3171,25,25,1,I ran into the young Englishman again as I stepped out,,,,,TRUE,3174,Rawalpindi Train Station in A New Taj Mahal,,
3276,18,20,1,He slapped her thigh and said,,,,,,3306,Room in Colder Than Ice,3229|3201,"Kaur, Kalwant in Colder Than Ice|Singh, Ishwar in Colder Than Ice"
3314,20,20,2,Kalwant Kaur picked up Ishwar Singh’s kirpan,,,,,,3306,Room in Colder Than Ice,3201|3229,"Singh, Ishwar in Colder Than Ice|Kaur, Kalwant in Colder Than Ice"
3336,21,21,3,‘There was this house I broke into,,,,,,3335,House in Colder Than Ice,,
3352,21,21,4,I didn’t kill her ... I took her away,,,,,,3335,House in Colder Than Ice,3347,"Murdered Men, Unknown in Colder Than Ice"
3365,21,21,5,I carried her over my shoulder all the way to the canal,,,,,,3340,Canal in Colder Than Ice,,
3422,11,16,1,"Beginning with isolated incidents of stabbing, it had now developed into full-scale communal violence,",,,,,,3426,Amritsar in The Assignment,,
3428,11,11,2,Muslims living in Hindu localities began to leave for safer places,,,,,,3426,Amritsar in The Assignment,,
3429,11,12,3,"Sughra could not help noticing that, whenever she went on the roof, there were fires raging everywhere.",,,,,,3426,Amritsar in The Assignment,,
3430,13,13,1,Sughra in any case couldn’t because of her father’s deteriorating condition,,Class,,FALSE,FALSE,3426,Amritsar in The Assignment,3294,"Hai, Mian Abdul Hai, Mian Sahib, the judge in The Assignment"
3433,12,12,2,"However, when the power and water supplies were suddenly cut off",,,,,,3426,Amritsar in The Assignment,,
3435,12,12,3,Then one day Mian sahib suffered a stroke and was laid up in bed.,,,,,,3426,Amritsar in The Assignment,,
3436,13,13,2,"In the evening, when she took his food to him in his small room, he was not there",,Class,,FALSE,FALSE,3426,Amritsar in The Assignment,,
3437,12,12,4,All the shops in the area had been permanently boarded up.,,,,,,3426,Amritsar in The Assignment,,
3439,121,12,5,"The boy went, but came back almost immediately. His face was pale with fear.",,,,,,3426,Amritsar in The Assignment,,
3441,14,15,1,Suddenly there was a knock on the door.,,,Religion,TRUE,FALSE,3426,Amritsar in The Assignment,3313,"Singh, Gurmukh in The Assignment"
3446,15,15,2,"Then after a pause, ‘Sardarji is dead.’",,,Religion,TRUE,FALSE,3426,Amritsar in The Assignment,3313|3294,"Singh, Gurmukh in The Assignment|Hai, Mian Abdul Hai, Mian Sahib, the judge in The Assignment"
3456,16,16,1,"As Santokh Singh turned the corner, four men",,Religion,Religion,FALSE,FALSE,3426,Amritsar in The Assignment,,
3461,13,13,3,It was evening and the festival of Id was now only a day away.,,,Religion,FALSE,FALSE,3426,Amritsar in The Assignment,,
3480,22,22,22,"Only when a shot rang out, the birds got startled and took flight",,Nation,Nation,,,3471,Titwal in The Dog of Titwal,,
3481,22,22,22,"At two o’clock, he woke up Ganda Singh to  take over. Then he lay down, but sleep was as far away from his  eyes as the stars in the sky. He began to hum a Punjabi folk song",,Nation,Nation,,,3471,Titwal in The Dog of Titwal,,
3482,23,23,23,"This mood was shattered by the barking of a dog. Jamadar  Harnam Singh said, ‘Where has this son of a bitch materialized  from?’ The dog barked again.",,,,,,3471,Titwal in The Dog of Titwal,,
3483,23,23,23,Banta Singh got up to investigate and came back  with an ordinary mongrel in tow,,,,,,3471,Titwal in The Dog of Titwal,,
3484,23,23,23,"The dog went to Harnam Singh, who produced a cracker from  his kitbag and threw it on the ground. The dog sniffed at it and  was about to eat it, when Harnam Singh snatched it away",,,,,,3471,Titwal in The Dog of Titwal,,
3487,24,24,1,"The dog, who was about to munch his cracker, stopped dead  in his tracks, put his tail between his legs and looked scared.  Harnam Singh laughed",,,,,,3471,Titwal in The Dog of Titwal,,
3490,24,24,2,Jamadar Harnam Singh surveyed the area with his binoculars,,,,,,3471,Titwal in The Dog of Titwal,,
3491,24,24,3,"Subedar Himmat Khan scream,  ‘Where did you spend the night?’ But this was not addressed to Bashir. It was a dog he was  shouting at.",,,,,,3471,Titwal in The Dog of Titwal,,
3493,24,24,4,Subedar Himmat Khan threw a pebble at him,,,,,,3471,Titwal in The Dog of Titwal,,
3494,24,25,5,One of the soldiers grabbed the dog and undid his makeshift rope collar.,,,,,,3471,Titwal in The Dog of Titwal,,
3496,25,25,1,"Dutifully, Bashir read the whole thing again. ‘Jhun Jhun. This  is an Indian dog.’",,,,,,3471,Titwal in The Dog of Titwal,,
3497,25,25,2,"Subedar Himmat Khan picked up the wireless set and spoke to  his platoon commander, providing him with a detailed account of  the dog’s sudden appearance in their position, his equally sudden  disappearance the night before and his return that morning.  ‘What are you talking about?’ the platoon commander asked.",,,,,,3471,Titwal in The Dog of Titwal,,
3499,25,25,2,"Subedar Himmat Khan studied the map again. Then he tore  up a packet of cigarettes, cut a small piece from it and gave it  to Bashir. ‘Now write on it in Gurmukhi, the language of those  Sikhs.. .’ ‘What should I write?’ ‘Well . . .’ Bashir had an inspiration. ‘Shun Shun, yes, that’s right. We  counter Jhun Jhun with Shun Shun.’",,,,,,3471,Titwal in The Dog of Titwal,,
3501,25,25,3,He gave him something to eat,,,,,,3471,Titwal in The Dog of Titwal,,
3502,25,26,4,Subedar Himmat Khan turned him round to face the Indian position,,,,,,3471,Titwal in The Dog of Titwal,,
3505,26,26,1,The dog wagged his tail and moved down the winding hilly  track that led into the valley dividing the two hills. Subedar  Himmat Khan picked up his rifle and fired in the air,,,,,,3471,Titwal in The Dog of Titwal,,
3506,26,26,2,The two sides exchanged fire for half an hour,,,,,,3471,Titwal in The Dog of Titwal,,
3509,26,26,3,"Suddenly the soldier on lookout duty shouted, ‘There he  comes.’",,,,,,3471,Titwal in The Dog of Titwal,,
3511,26,26,4,"He picked up his rifle, aimed and fired. The bullet hit some  rocks close to where the dog was,",,,,,,3471,Titwal in The Dog of Titwal,,
3514,16,1,16,"As he bent over the furnace stuffed with hard coal,",,,,,,3520,"Village, Pakistan in Savage Harvest",,
3515,26,26,5,"It soon became a game between the two soldiers, with the dog  running round in circles in a state of great terror. Both Himmat  Khan and Harnam Singh were laughing boisterously.",,,,,,3471,Titwal in The Dog of Titwal,,
3516,27,27,1,"The dog turned. One of his legs was now quite useless. He  began to drag himself towards Harnam Singh, who picked up  his rifle, aimed carefully and shot him dead.",,,,,,3471,Titwal in The Dog of Titwal,,
3522,17,17,17,"Instead of the wheat, those who had planted it had been chopped up.",,Religion,,FALSE,TRUE,3520,"Village, Pakistan in Savage Harvest",3518,"Muslim Mob, Great Warriors in Savage Harvest"
3526,19,20,19,A soft knock on the front door shook Dina. He stood up in fright.,,,,,,3520,"Village, Pakistan in Savage Harvest",,
3527,16,17,2,Suddenly he dropped his tools and went,,,,,,3517,"Village, Pakistan in Savage Harvest",,
3529,18,19,1,Oh! Bashir’s mother!’ he shouted towards the house. ‘Give me,,Interpersonal,,,TRUE,3517,"Village, Pakistan in Savage Harvest",3486|3518,"Blacksmith, Bashir in Savage Harvest|Muslim Mob, Great Warriors in Savage Harvest"
3533,21,22,3,"At long last, Dina’s wife took courage",,Interpersonal,,,TRUE,3520,"Village, Pakistan in Savage Harvest",3500,"Brahmin Family, Brahmin's wife in Savage Harvest"
3534,20,21,1,"At long last, Dina’s wife took courage and said",,,Religion,,TRUE,3517,"Village, Pakistan in Savage Harvest",3495,"Brahmin family, Tulsi in Savage Harvest"
3535,21,21,21,"‘I’m telling you, he’s gone out of the village.",,,,,,3517,"Village, Pakistan in Savage Harvest",,
3537,22,22,2,"‘Come tomorrow,’ Dina shouted into the old woman’s ear.",,,,,,3517,"Village, Pakistan in Savage Harvest",3492,"Blacksmith, Bashir's mother in Savage Harvest"
3539,22,23,3,It was a rotten thing that Bashir had done.,,Religion,,,TRUE,3520,"Village, Pakistan in Savage Harvest",,
3540,23,23,2,"He was seized by a shiver, a cold and uncontrollable shiver that seemed a precursor to certain death. The shivering, he felt, could be stopped only if he picked up the red-hot iron from the fire and clasped it against his heart. But why was his head on fire? The entire blazing furnace seemed to have entered his head. He pressed his head with both hands and the fire came on to his palms. He was going mad. He would end up doing something terrible. He must run away, far away from all this. He opened the window and jumped out.",,Religion,,,TRUE,3517,"Village, Pakistan in Savage Harvest",,
3544,23,23,3,For a long time he wandered aimlessly in the fields,,Religion,,,TRUE,3520,"Village, Pakistan in Savage Harvest",,
3545,24,24,1,"He was seized by a shiver, a cold and uncontrollable shiver that seemed a precursor to certain death. The shivering, he felt, could be stopped only if he picked up the red-hot iron from the fire and clasped it against his heart. But why was his head on fire? The entire blazing furnace seemed to have entered his head. He pressed his head with both hands and the fire came on to his palms. He was going mad. He would end up doing something terrible. He must run away, far away from all this. He opened the window and jumped out.",,,,,TRUE,3517,"Village, Pakistan in Savage Harvest",,
3546,24,24,2,He stumbled against some heavy object,,,,,TRUE,3517,"Village, Pakistan in Savage Harvest",3500,"Brahmin Family, Brahmin's wife in Savage Harvest"
3547,24,24,3,That night he was gripped by a high fever,,,,,TRUE,3520,"Village, Pakistan in Savage Harvest",3510,"Betrothal party, Preeto in Savage Harvest"
3561,43,44,1,There was a great revolutionary fevour in Amritsar,,Nation,Interpersonal,FALSE,TRUE,3564,Amritsar in The Price of Freedom,,
3563,48,50,1,"Therefore, when Ghulam Ali told me one day that he planned",,,Interpersonal,FALSE,TRUE,3564,Amritsar in The Price of Freedom,,
3565,44,44,1,The gold cufflinks that had gone with it,,Nation,Interpersonal,FALSE,TRUE,3564,Amritsar in The Price of Freedom,,
3566,52,52,1,Ghulam Ali was listening to Babaji’s rambling speech as if in a trance,,Nation,,FALSE,TRUE,3462,Jallianwala Bagh in The Price of Freedom,3427,"Manto, Sadaat in The Price of Freedom"
3568,44,45,1,Once we had run away from home,,Interpersonal,,FALSE,TRUE,3463,Bombay in The Price of Freedom,,
3571,53,54,1,One afternoon—I had both time and some money—I decided to go looking for a pair of shoes,,,,FALSE,TRUE,3463,Bombay in The Price of Freedom,,
3572,54,57,1,I saw a man carrying a small child,,Nation,Interpersonal,FALSE,TRUE,3463,Bombay in The Price of Freedom,3431|3454|3452|3464,"Wife of Shahzada Ghulam Ali, Nigar in The Price of Freedom|Child of Ghulam Ali, unknown in The Price of Freedom|Child of Ghulam Ali, unknown in The Price of Freedom|Customer, unknown in The Price of Freedom"
3580,6,6,2,"Meanwhile, the exchange arrangements were rapidly",,,,,TRUE,3599,India in Toba Tek Singh,3579|3578,"Lunatics in Pakistan, Unknown in Toba Tek Singh|Muslim lunatics in India, Unknown in Toba Tek Singh"
3604,6,6,2,"Meanwhile, the exchange arrangements were rapidly",,,,,TRUE,3606,Pakistan in Toba Tek Singh,3579|3578,"Lunatics in Pakistan, Unknown in Toba Tek Singh|Muslim lunatics in India, Unknown in Toba Tek Singh"
3609,6,7,3,"On a cold winter evening, buses full of",,Interpersonal,,,TRUE,3616,Wagha in Toba Tek Singh,,
3629,7,7,1,When Bishen Singh was brought out and asked,,Interpersonal,,,,3616,Wagha in Toba Tek Singh,,
3634,59,59,1,A hijacked Fokker Friendship belonging to Indian Airlines,,Nation,,,TRUE,3615,Pakistan High Commission in Delhi in Gul Mohammad Third-Timer,,
3635,59,59,3,"Saidpuri Gate,",,,,,FALSE,3615,Pakistan High Commission in Delhi in Gul Mohammad Third-Timer,,
3636,59,59,2,I was surprised to see a group of Pakistani citizens,,Nation,,,TRUE,3615,Pakistan High Commission in Delhi in Gul Mohammad Third-Timer,,
3638,60,60,1,I recalled that summer afternoon when Master Suchet Singh,,,,,,3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",,
3639,61,61,1,"Saidpuri Gate,",,Interpersonal,,,,3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",,
3642,60,61,2,An incident had taken place the day before,,Interpersonal,,,FALSE,3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",3640,"Class, Unknown in Gul Mohammad Third-Timer"
3644,61,61,3,Then he called upon me in my capacity as class monitor.,,Interpersonal,,,,3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",,
3645,62,62,2,"‘You call that a slap? Or were you trying to give the wretch a caress? Come here and let me show you what a slap is.’ Swinging his left arm, the master hit me hard on the face. Before then, I had clearly never known what a slap is. It felt as if there had been an earthquake, and the earth and sky had exchanged places with each other. The floor, the ceiling, the blackboard, the rows of desks and the students’ faces all merged into one another. Stars danced wildly in front of my eyes and it felt like thousands of scorpions were stinging my ear. ‘That is what a slap is,’ said Master Suchet Singh. ‘Now go and give him a nice hard one like that.",,Interpersonal,,,,3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",3591|3600,"Mohammad, Gul Mohammad in Gul Mohammad Third-Timer|Singh, Master Suchet Singh, in Gul Mohammad Third-Timer"
3646,62,62,1,His voice was harsh and his face,,Interpersonal,,,FALSE,3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",,
3647,7,7,2,"Just before sunrise, Bishen Singh, the man who",,,,,,3616,Wagha in Toba Tek Singh,,
3648,62,62,3,‘You call that a slap?,,Interpersonal,,,,3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",,
3649,62,62,4,"‘Ignoring me again?’ he barked, seeing that his command had not been obeyed. I stood my ground obstinately.",,Interpersonal,,,,3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",3602,"Headmaster, Unknown in Gul Mohammad Third-Timer"
3654,63,63,2,"As soon as I reached home, I climbed the stairs and went straight to the balcony.",,,,,,3657,Rawalpindi in Gul Mohammad Third-Timer,,
3655,62,63,6,When I took a quick look behind me,,,,,,3657,Rawalpindi in Gul Mohammad Third-Timer,,
3656,62,62,5,I spent that entire day in school hatching schemes to exact revenge,,,,,,3625,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",3600,"Singh, Master Suchet Singh, in Gul Mohammad Third-Timer"
3659,63,63,3,"I said nothing to her, and at dusk began to hide away stones, bricks and old bottles",,,,,,3631,Narrator's house in Gul Mohammad Third-Timer,,
3660,64,64,1,A mob of Muslims from Tarlahi with spears and flaming torches,,Religion,,,,3631,Narrator's house in Gul Mohammad Third-Timer,,
3661,64,64,2,"The sunshine from the balcony warmed my bed, and someone",,,Interpersonal|Religion,,,3631,Narrator's house in Gul Mohammad Third-Timer,3591|3600,"Mohammad, Gul Mohammad in Gul Mohammad Third-Timer|Singh, Master Suchet Singh, in Gul Mohammad Third-Timer"
3667,64,65,3,And today when Gul Mohammad Third-Timer was surrounded,,Nation,,,TRUE,3615,Pakistan High Commission in Delhi in Gul Mohammad Third-Timer,,
3677,1,1,1,"One Muslim lunatic, a regular reader of",,,,FALSE,FALSE,3679,Lahore Lunatic Asylum in Toba Tek Singh,,
3680,1,1,2,"A Sikh lunatic asked another Sikh, ‘Sardarji, why",,Religion,,FALSE,FALSE,3679,Lahore Lunatic Asylum in Toba Tek Singh,,
3683,2,2,1,"One day a Muslim lunatic, while taking",,,,FALSE,TRUE,3679,Lahore Lunatic Asylum in Toba Tek Singh,,
3686,2,2,2,One inmate had got so badly caught up,,,Religion,,TRUE,3679,Lahore Lunatic Asylum in Toba Tek Singh,,
3689,2,2,3,"A Muslim radio engineer, who had an MSc",,,,,,3679,Lahore Lunatic Asylum in Toba Tek Singh,,
3690,3,3,1,"A Muslim lunatic from Chaniot, who used to",,,,,,3679,Lahore Lunatic Asylum in Toba Tek Singh,3302,"Jinnah, Muhammad Ali, Quaid-e-Azam in Toba Tek Singh"
3696,3,3,2,This had led a Sikh inmate to declare,,Religion,,FALSE,FALSE,3679,Lahore Lunatic Asylum in Toba Tek Singh,3550,"Singh, Master Tara in Toba Tek Singh"
3699,3,3,3,When told that Amritsar was to become a,,,Religion,FALSE,TRUE,3679,Lahore Lunatic Asylum in Toba Tek Singh,,
3703,3,3,4,There were two Anglo-Indian lunatics in the European,,,,FALSE,TRUE,3679,Lahore Lunatic Asylum in Toba Tek Singh,,
3717,30,30,1,The fighting in what was called the Titwal,,Nation,,,TRUE,3826,Titwal Sector in The Last Salute,,
3728,58,58,1,Many houses had been set on fire there and several lives had been lost.,,Religion,,,TRUE,3729,Kirpal's Mohalla in Mozail,3577,"Kaur, Kirpal in Mozail"
3754,73,74,1,"One liaison officer told me that in  Saharanpur, two abducted Muslim girls had refused to return to their parents who were in Pakistan.",,,,,,3747,Saharanpur in The Dutiful Daughter,,
3756,74,74,1,"One liaison officer asked me, ‘Why do you look lost?’ I didn’t answer his question. Then he told me a story.",,,,,,3538,British India in The Dutiful Daughter,,
3757,74,74,1,"After my exchange with the shopkeeper, I crossed the street,  determined to persuade the old woman to come with me to  Pakistan.",,,,,,3538,British India in The Dutiful Daughter,,
3758,76,76,2,"As they went past the old woman, the man suddenly stopped.  He even fell back a step or two. Nervously, he caught hold of the  woman’s hand. I couldn’t see her full face, but one glimpse was  enough to know that she was beautiful beyond words. ‘“Your mother,” he said to her.",,,,,,3538,British India in The Dutiful Daughter,,
3761,58,58,2,News was pouring in from the Punjab about atrocities being committed on Muslims by Sikhs.,,Religion,,,TRUE,3730,Punjab in Mozail,,
3762,77,77,2,"As they went past the old woman, the man suddenly stopped.  He even fell back a step or two. Nervously, he caught hold of the  woman’s hand. I couldn’t see her full face, but one glimpse was  enough to know that she was beautiful beyond words. ‘“Your mother,” he said to her.",,,,,,3538,British India in The Dutiful Daughter,,
3763,77,77,1,"The girt looked up, but only for a second. Then, covering her  face with her chaddar, she grabbed her companion’s arm and  said, “Let’s get away from here",,,,,,3538,British India in The Dutiful Daughter,,
3766,59,59,1,"There was a brother, who lived in Deolali, where he took care of the contract he had recently won.",,,,,FALSE,3731,Deolali in Mozail,3669,"SIngh, Naranjan Singh in Mozail"
3772,59,59,2,"In fact, a week ago, he had been told of the rapidity and intensity with which the riots were spreading.",,,,,TRUE,3774,Bombay in Mozail,,
3776,60,60,1,"After primary school, he had gone to the city to attend high school and never went back.",,,,,,3735,Kirpal and Tarlochan's village in Mozail,,
3777,61,61,1,"Before he could recover, he was on the floor and Mozail was over him, pinning him down.",,,,,FALSE,3742,Second-floor flat at Advani Chambers in Mozail,,
3778,72,72,1,looked at Tarlochan and pushed aside the turban,,,,,,3760,Kirpal's Building in Mozail,,
3779,61,61,2,"She would make him take her out to dinner, the cinema or Juhu beach,",,,,,FALSE,3774,Bombay in Mozail,,
3780,70,70,1,she rushed across the street,,,,,,3729,Kirpal's Mohalla in Mozail,,
3781,61,61,3,"In Lahore, Burma, Singapore, he would pick up girls and pay for the service.",,,,,FALSE,3734,Lahore in Mozail,,
3782,70,70,2,And she began to climb the stairs.,,,,,,3760,Kirpal's Building in Mozail,,
3783,62,62,1,"if she found someone she knew, she would wave to him and go sit next to him without asking Tarlochan if he minded.",,,,,FALSE,3774,Bombay in Mozail,,
3784,62,62,2,Often she would humiliate him in front of some young ‘Kristan’ lout,,,,,FALSE,3774,Bombay in Mozail,,
3785,70,71,3,she divested her of her loose shirt.,,,,,,3787,Kirpal's flat in Mozail,,
3786,62,62,3,"he took her in his arms and asked, ‘Mozail, don’t you love me?’",,,,,FALSE,3774,Bombay in Mozail,,
3788,71,71,1,Mozail threw the door open and rushed out.,,,,,,3760,Kirpal's Building in Mozail,,
3789,71,71,2,Tarlochan undid his turban,,,,,,3760,Kirpal's Building in Mozail,,
3790,63,63,1,She came and sat next to him and began to unpin his beard.,,,,,FALSE,3774,Bombay in Mozail,,
3791,68,68,1,"'Let's go,' she said.",,,,,,3729,Kirpal's Mohalla in Mozail,,
3792,63,63,2,"‘I want to marry you,’ he declared,",,,,,FALSE,3774,Bombay in Mozail,,
3793,68,69,2,were challenged by a policeman.,,,,,,3729,Kirpal's Mohalla in Mozail,,
3794,63,63,2,'When you get rid of your hair.’,,,,,FALSE,3774,Bombay in Mozail,,
3795,64,64,1,"However, the next day he went out to a barber in the Fort area",,,,,FALSE,3797,Fort Area in Mozail,,
3796,69,69,1,A shop was being looted.,,,,,,3765,Store that was being looted in Mozail,,
3798,69,70,2,"After a few minutes, three men emerged",,,,,,3760,Kirpal's Building in Mozail,,
3799,64,64,2,She told Tarlochan to wait for her at a taxi stand in front of the store,,,,,FALSE,3771,Taxi stand in front of Mozail's workplace in Mozail,,
3801,64,64,3,And it was at this point that he had met Kirpal Kaur,,,,,FALSE,3774,Bombay in Mozail,,
3802,65,65,1,A number of communal incidents had already taken place in the locality.,,Religion,,,TRUE,3729,Kirpal's Mohalla in Mozail,3577,"Kaur, Kirpal in Mozail"
