Event H-ID,Start page event,End page event,Page Event Number,Line,Narrative Status,Conflict,Harmony,Religious Syncretism,Partition,Characters(s) in Event H-ID,Characters(s) in Event RecordTitle,Location of Event (Text place) H-ID,Location of Event RecordTitle
1118,17,19,1,The clock at Sheikh's Garden struck four.,,,,,,618|619|622|626|628|625,"Congress Committee secretary, Bakhshi in Tamas|Ahmad, Congress Committee Member, Aziz in Tamas|Congress Committee Member (part of singing group), Mehta Ji in Tamas|Congress Committee Member (part of singing group), Kashmiri Lal in Tamas|Congress Committee Member (part of singing group), The General in Tamas|Head of the District Congress Committee, Shankar Lal in Tamas",612,Congress Committee Office in Tamas
1121,19,20,1,"But after they returned from Lahore, Shankar truly did get back at Mehta",,,,,,622|625|1125|952,"Congress Committee Member (part of singing group), Mehta Ji in Tamas|Head of the District Congress Committee, Shankar Lal in Tamas|Scrutiny Committee Chair, Unknown in Tamas|Congress Committee Member, Kohli in Tamas",1127,Scrutiny Committee Office in Tamas
1129,22,22,1,Gosain ji told me last night,,,,,,955|620|956,"Part of singing group, went for cleaning the drains, Gosain Ji in Tamas|Congress Committee Member (part of singing group), Master Ramdas in Tamas|Part of singing group, went for cleaning the drains, Sher Khan in Tamas",817,Imam Din Mohalla in Tamas
1132,20,22,1,Bakhshi was getting upset,,,,,,618|619|622|626|628|625|620,"Congress Committee secretary, Bakhshi in Tamas|Ahmad, Congress Committee Member, Aziz in Tamas|Congress Committee Member (part of singing group), Mehta Ji in Tamas|Congress Committee Member (part of singing group), Kashmiri Lal in Tamas|Congress Committee Member (part of singing group), The General in Tamas|Head of the District Congress Committee, Shankar Lal in Tamas|Congress Committee Member (part of singing group), Master Ramdas in Tamas",612,Congress Committee Office in Tamas
1135,22,22,2,We're cleaing the drains in that mohalla?,,,,,,618|619|622|626|628|625|620,"Congress Committee secretary, Bakhshi in Tamas|Ahmad, Congress Committee Member, Aziz in Tamas|Congress Committee Member (part of singing group), Mehta Ji in Tamas|Congress Committee Member (part of singing group), Kashmiri Lal in Tamas|Congress Committee Member (part of singing group), The General in Tamas|Head of the District Congress Committee, Shankar Lal in Tamas|Congress Committee Member (part of singing group), Master Ramdas in Tamas",612,Congress Committee Office in Tamas
1160,42,43,2,I walked as though compelled across the shadowed courtyard,,,,,,317,"Hasan, Laila in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1161,44,44,1,"After lunch, Aunt Abida said she wished to help Hakiman Bua prepare some Halva",,,,,,315|319|483|1162,"Hasan, Abida in Sunlight on a Broken Column|Unknown, Hakiman in Sunlight on a Broken Column|Unknown, Ramzano in Sunlight on a Broken Column|Gardener's wife, Unknown in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1164,44,46,2,Aunt Majida said Zahra and I were more a hindrance than a help,,,,,,317|318,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1172,46,51,2,As she gushed towards us in her flowered dress and feathered hat,,,,,,317|317|318|315|316,"Hasan, Laila in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column|Hasan, Zahra in Sunlight on a Broken Column|Hasan, Abida in Sunlight on a Broken Column|Hasan, Majida in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1181,114,115,1,"When Harnam Singh knocked again, a woman called out",,Religion,,,TRUE,141|656|90|93,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Ali, Akran in Tamas|Ali, Rajo in Tamas",1294,"Ehsan Ali's home, Muridpur in Tamas"
1182,115,116,1,The older woman stood up and washed her hands in a pan of water,,Religion,,,TRUE,93|141|90|656,"Ali, Rajo in Tamas|Singh, Harnam in Tamas|Ali, Akran in Tamas|Harnam Singh's wife, Banto in Tamas",1294,"Ehsan Ali's home, Muridpur in Tamas"
1214,61,61,1,The whole village was on the roofs looking towards,,Nation,,,TRUE,1212,"Mano Majra Villagers, Unknown in Train to Pakistan",704,Mano Majra Railway Station in Train to Pakistan
1231,23,24,1,As soon as he set foot in the gali,,,,,,185|1265,"Servant to Murad Ali, Nathu in Tamas|Fakir, Unknown in Tamas",607,Ox-cart Road in Tamas
1249,24,24,1,Nathu felt as though he'd just stepped out for a stroll,,,,,,185,"Servant to Murad Ali, Nathu in Tamas",1251,Feeding trough in Tamas
1252,24,25,2,He had left the tonga-driver's mohalla,,,,,,185,"Servant to Murad Ali, Nathu in Tamas",828,Committee Park in Tamas
1254,25,26,1,Nathu entered a narrow gali,,Religion|Nation,Religion,,TRUE,185|963|618|619|965|966|628,"Servant to Murad Ali, Nathu in Tamas|Muslim League Member, Mahmud Sahib in Tamas|Congress Committee secretary, Bakhshi in Tamas|Ahmad, Congress Committee Member, Aziz in Tamas|Congress Committee Member, Hakim Ji in Tamas|Congress President, Maulana Azad in Tamas|Congress Committee Member (part of singing group), The General in Tamas",828,Committee Park in Tamas
1261,26,26,1,"Just then, Nathu saw Murad Ali standing at a slight distance",,,,,,185|219,"Servant to Murad Ali, Nathu in Tamas|Committee Manager, Servant to Vet Sahib, Murad Ali in Tamas",817,Imam Din Mohalla in Tamas
1283,99,99,1,"Even since the night before, Banto had been saying",,,,,,141|656,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas",1285,Harnam Singh's shop in Tamas
1284,100,100,1,Karim Khan returned just five minutes later.,,Religion,,,,141|656|659,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Khan, Karim in Tamas",1285,Harnam Singh's shop in Tamas
1287,100,101,2,Just then they heard the far off sound of a beating drum,,,,,,141|656,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas",1285,Harnam Singh's shop in Tamas
1288,101,101,2,Banto and Harnam Singh came out and fixed the lock onto the shop,,,,,,141|656,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas",1285,Harnam Singh's shop in Tamas
1290,101,102,3,The rioters had reached the top of the hill overlooking Harnam Singh’s shop.,,Religion,,,,1289,"Rioters, Unknown in Tamas",1285,Harnam Singh's shop in Tamas
1291,103,104,1,"Walls are good for hiding people, but there were no walls here",,,,,,141|656,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas",1179,Muridpur in Tamas
1296,116,117,2,Harnam Singh had trouble climbing up,,Religion,,,TRUE,141|656|90|93,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Ali, Akran in Tamas|Ali, Rajo in Tamas",1294,"Ehsan Ali's home, Muridpur in Tamas"
1297,117,117,2,Darkness fell again in the crawl space.,,Religion,,,TRUE,141|656|90|1299,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Ali, Akran in Tamas|Akran Ali's friend, Unknown in Tamas",1294,"Ehsan Ali's home, Muridpur in Tamas"
1302,117,118,3,"A little while later, Akran’s father-in-law and Akran entered the courtyard carrying a large black trunk",,Religion,,,TRUE,141|656|90|93|96,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Ali, Akran in Tamas|Ali, Rajo in Tamas|Ali, Ehsan in Tamas",1294,"Ehsan Ali's home, Muridpur in Tamas"
1303,118,119,1,But then the same drama occurred that had taken place in the morning,,Religion,,,TRUE,141|656|93|96,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Ali, Rajo in Tamas|Ali, Ehsan in Tamas",1294,"Ehsan Ali's home, Muridpur in Tamas"
1304,119,119,1,They awoke to the sound of axe blows raining down upon their door,,Religion,,,TRUE,141|656|91|90|93,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Ali, Ramzan in Tamas|Ali, Akran in Tamas|Ali, Rajo in Tamas",1294,"Ehsan Ali's home, Muridpur in Tamas"
1305,120,120,1,It must have been around midnight when Rajo,,Religion,,,TRUE,141|656|93,"Singh, Harnam in Tamas|Harnam Singh's wife, Banto in Tamas|Ali, Rajo in Tamas",1179,Muridpur in Tamas
1306,21,21,1,She allowed herself to be dragged onto the table,,,,,,120|729,"Chand, Hukum in Train to Pakistan|Begum, Haseena in Train to Pakistan",1002,Rest House in Train to Pakistan
1308,121,121,1,While Harnam Singh and Banto were seeking shelter,,Religion,,,TRUE,91|186|657|225,"Ali, Ramzan in Tamas|Deen, Noor in Tamas|Singh, Iqbal in Tamas|Group of muslim men with Ramzan, Unknown in Tamas",1313,Fields and hills near Muridpur in Tamas
1309,21,21,2,Two shots rang out and silenced the barking and shouting,,,,,,120|729|1333|735|802,"Chand, Hukum in Train to Pakistan|Begum, Haseena in Train to Pakistan|Sweeper, Unknown in Train to Pakistan|Bearer, Unknown in Train to Pakistan|Chauffeur, Unknown in Train to Pakistan",1002,Rest House in Train to Pakistan
1310,21,21,3,Only a solitary Sikh peasant carrying an ironshod bamboo staff,,,,,,742|745|744|748,"Solitary Sikh Peasant, Unknown in Train to Pakistan|Solitary Sikh Peasant's Infant, Unknown in Train to Pakistan|Solitary Sikh Peasant's Wife, Unknown in Train to Pakistan|Station Master, Unknown in Train to Pakistan",704,Mano Majra Railway Station in Train to Pakistan
1311,21,21,4,"from the compartment just behind the engine, armed policemen emerged",,,,,,752|753|1468,"12 Armed Policemen who get down the same train as Iqbal, Unknown in Train to Pakistan|Unknown, Iqbal in Train to Pakistan|Subinspector, Unknown in Train to Pakistan",704,Mano Majra Railway Station in Train to Pakistan
1312,21,22,5,The young man reached the gate first and stopped between the stationmaster and the police.,,,,,,748|753,"Station Master, Unknown in Train to Pakistan|Unknown, Iqbal in Train to Pakistan",704,Mano Majra Railway Station in Train to Pakistan
1314,22,22,2,He stepped into the open door of the temple courtyard.,,,,,,758|753,"Singh, Meet in Train to Pakistan|Unknown, Iqbal in Train to Pakistan",705,Gurudwara in Train to Pakistan
1315,122,122,1,One clever fellow had an idea,,Religion,Religion,,TRUE,225|91|657|186,"Group of muslim men with Ramzan, Unknown in Tamas|Ali, Ramzan in Tamas|Singh, Iqbal in Tamas|Deen, Noor in Tamas",1313,Fields and hills near Muridpur in Tamas
1317,122,123,2,After that they left the hilly area,,Religion,,,TRUE,657|186|91|225,"Singh, Iqbal in Tamas|Deen, Noor in Tamas|Ali, Ramzan in Tamas|Group of muslim men with Ramzan, Unknown in Tamas",1313,Fields and hills near Muridpur in Tamas
1318,123,123,1,The conversion ceremony began at the home of,,Religion,,,TRUE,657|225|186|869|1322|692,"Singh, Iqbal in Tamas|Group of muslim men with Ramzan, Unknown in Tamas|Deen, Noor in Tamas|Village Barber, Unknown in Tamas|Mullah from the Mosque, Unknown in Tamas|Village Elder, Unknown in Tamas",1320,"Home of Imam Deen the oilman, Muridpur in Tamas"
1323,123,123,2,"After this, he was taken to the well",,Religion,Religion,,TRUE,91|186|225|657|1322,"Ali, Ramzan in Tamas|Deen, Noor in Tamas|Group of muslim men with Ramzan, Unknown in Tamas|Singh, Iqbal in Tamas|Mullah from the Mosque, Unknown in Tamas",1324,Well near Imam Deem's home in Tamas
1325,123,124,3,The procession then returned to the home of Imam,,Religion,Religion,,TRUE,225|91|657|692,"Group of muslim men with Ramzan, Unknown in Tamas|Ali, Ramzan in Tamas|Singh, Iqbal in Tamas|Village Elder, Unknown in Tamas",1320,"Home of Imam Deen the oilman, Muridpur in Tamas"
1326,24,25,2,He had spent the night sitting on his bedroll in a crowded third-class compartment,,,,,,657|1327,"Singh, Iqbal in Tamas|Train Passengers, Unknown in Train to Pakistan",1004,Train Compartment in Train to Pakistan
1328,22,24,4,"The old Sikh came to him, combing his long beard with his fingers.",,,,,,758|753,"Singh, Meet in Train to Pakistan|Unknown, Iqbal in Train to Pakistan",705,Gurudwara in Train to Pakistan
1329,25,26,1,Meet Singh came in exclaiming philosophically,,,,,,758|753,"Singh, Meet in Train to Pakistan|Unknown, Iqbal in Train to Pakistan",705,Gurudwara in Train to Pakistan
1351,22,22,1,The young man went out of the station towards the village.,,,,,,753,"Unknown, Iqbal in Train to Pakistan",701,Mano Majra in Train to Pakistan
1357,22,22,3,The young man went into the room.,,,,,,753,"Unknown, Iqbal in Train to Pakistan",705,Gurudwara in Train to Pakistan
1360,24,24,1,"In the afternoon, Iqbal stretched himself on the coarse string charpai and tried to get some sleep.",,,,,,753,"Unknown, Iqbal in Train to Pakistan",705,Gurudwara in Train to Pakistan
1363,26,27,1,Iqbal stepped out of the gurdwara,,,,,,753,"Unknown, Iqbal in Train to Pakistan",701,Mano Majra in Train to Pakistan
1364,27,27,1,Iqbal stood up and looked all round.,,,,,,753,"Unknown, Iqbal in Train to Pakistan",704,Mano Majra Railway Station in Train to Pakistan
1365,27,27,2,Iqbal found his way back easily.,,,,,,753|758,"Unknown, Iqbal in Train to Pakistan|Singh, Meet in Train to Pakistan",701,Mano Majra in Train to Pakistan
1366,27,27,3,Iqbal went straight to his room and lay down on his charpai in the dark,,,,,,753|758|698|1368,"Unknown, Iqbal in Train to Pakistan|Singh, Meet in Train to Pakistan|Men from Mano-Majra, Unknown in Train to Pakistan|Women from Mano Majra, Unknown in Train to Pakistan",705,Gurudwara in Train to Pakistan
1369,27,27,4,A minute later Meet Singh stood,,,,,,753|758,"Unknown, Iqbal in Train to Pakistan|Singh, Meet in Train to Pakistan",705,Gurudwara in Train to Pakistan
1370,27,27,5,Iqbal fished out his silver hip flask,,,,,,753,"Unknown, Iqbal in Train to Pakistan",705,Gurudwara in Train to Pakistan
1371,27,29,6,Then he got up to greet the visitors.,,,,,,753|758|768|1372,"Unknown, Iqbal in Train to Pakistan|Singh, Meet in Train to Pakistan|Singh, Banta in Train to Pakistan|Muslim Visitor, Unknown in Train to Pakistan",705,Gurudwara in Train to Pakistan
1373,29,30,1,Iqbal lay down once more and gazed at the stars.,,,,,,753,"Unknown, Iqbal in Train to Pakistan",705,Gurudwara in Train to Pakistan
1374,42,42,1,Early in September the time schedule in Mano Majra,,,,,TRUE,998|758,"Baksh, Mullah Imam in Train to Pakistan|Singh, Meet in Train to Pakistan",701,Mano Majra in Train to Pakistan
1378,42,42,2,This was not all that changed the life,,Nation|Religion,,,TRUE,693|694,"Unit of Sikh soldiers, Unknown in Train to Pakistan|Armed Sentries, Unknown in Train to Pakistan",706,Near the Railway Station in Train to Pakistan
1382,160,161,1,I STAYED at home the next day.,,Nation|Gender,,,FALSE,321|317,"Hasan, Hamid in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column",671,Hamid's Study in Sunlight on a Broken Column
1385,161,162,1,"Aunt Abida leaned against the large boulster,",,,,,FALSE,315|317|484|316|319,"Hasan, Abida in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column|Unknown, Saliman in Sunlight on a Broken Column|Hasan, Majida in Sunlight on a Broken Column|Unknown, Hakiman in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1387,42,42,3,"One morning, a train from Pakistan halted at Mano Majra",,,,,TRUE,695|748|1380|1383|1384|1468|697|120,"Train Guard, Unknown in Train to Pakistan|Station Master, Unknown in Train to Pakistan|Officer in charge of the unit of Sikh soldiers, Unknown in Train to Pakistan|Loitering Villagers, Unknown in Train to Pakistan|Man sent to Chundunnugger, Unknown in Train to Pakistan|Subinspector, Unknown in Train to Pakistan|50 Armed Policemen, Unknown in Train to Pakistan|Chand, Hukum in Train to Pakistan",704,Mano Majra Railway Station in Train to Pakistan
1388,162,162,1,"The sound of voices came in chanting unison,",,Nation,,,FALSE,426|317,"Students, Unknown in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column",1389,Road in front of the Hasan house in Sunlight on a Broken Column
1391,162,164,2,It did not surprise me when I saw,,,,,FALSE,488|487|317|316|315|319,"Unknown, Zahid in Sunlight on a Broken Column|Unknown, Asad in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column|Hasan, Majida in Sunlight on a Broken Column|Hasan, Abida in Sunlight on a Broken Column|Unknown, Hakiman in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1392,164,164,1,When Aunt Saira and Zahra came back from,,,,,FALSE,318|416|315|317,"Hasan, Zahra in Sunlight on a Broken Column|Hasan, Saira in Sunlight on a Broken Column|Hasan, Abida in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1393,165,165,1,"""Why do you not taunt me about inaction",,,,,FALSE,487|317,"Unknown, Asad in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1394,165,165,2,And then Zahid came in breaking the mood,,,,,FALSE,488|487|317|920,"Unknown, Zahid in Sunlight on a Broken Column|Unknown, Asad in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column|Husain, Ameer in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1395,166,166,1,I did not see Nita before she was,,,,,FALSE,317|435|434,"Hasan, Laila in Sunlight on a Broken Column|Unknown, Romana in Sunlight on a Broken Column|Davis, Joan in Sunlight on a Broken Column",1396,Hostel in Sunlight on a Broken Column
1397,166,167,2,Then the time came near for my aunts,,,,,FALSE,416|317|321|316,"Hasan, Saira in Sunlight on a Broken Column|Hasan, Laila in Sunlight on a Broken Column|Hasan, Hamid in Sunlight on a Broken Column|Hasan, Majida in Sunlight on a Broken Column",1991,House in Sunlight on a Broken Column
1398,167,167,1,The problems created by the students had not,,,,,FALSE,894|325,"Raja of Bhimnagar, Unknown in Sunlight on a Broken Column|Agarwal, Sita in Sunlight on a Broken Column",2147,Hasanpur in Sunlight on a Broken Column
1401,42,42,4,"In the afternoon, men gathered in little groups",,,,,,698,"Men from Mano-Majra, Unknown in Train to Pakistan",705,Gurudwara in Train to Pakistan
